hero_x,hero_y,cnt
THOR/DR. DONALD BLAK,SIGYN,12
PROFESSOR X/CHARLES ,SENTINELS,12
GREEN GOBLIN/NORMAN ,"OSBORN, NORMIE",12
SPRITE,THENA,12
AJAK/TECUMOTZIN [ETE,IKARIS/IKE HARRIS [E,12
"KINCAID, DR. JANE FO",ENCHANTRESS/AMORA/HE,12
WRECKER III/DIRK GAR,TITANIA II/MARY SKEE,12
"DUGAN, TIMOTHY ALOYI",VISION ,12
SHATTERSTAR II/GAVEE,POLARIS/LORNA DANE,12
"GREY, DR. JOHN",NIGHTCRAWLER/KURT WA,12
PROFESSOR X/CHARLES ,CALLISTO,12
DAREDEVIL/MATT MURDO,DEATH-STALKER,12
"POWER, MARGARET",INVISIBLE WOMAN/SUE ,12
TIGER SHARK/TODD ARL,STINGRAY/DR. WALTER ,12
JACK FLAG/,FREE SPIRIT/CATHY WE,12
PARIS,"JONES, RICHARD MILHO",12
TIMBERIUS,GORGON [INHUMAN],12
THUNDERBIRD II/JAMES,GAMBIT/REMY LEBEAU ,12
JOSEPH,PROFESSOR X/CHARLES ,12
ICE-MAN | MUTANT X-V,GAMBIT | MUTANT X-VE,12
STARFOX/EROS,ELYSIUS,12
CAPTAIN AMERICA | MU,GAMBIT | MUTANT X-VE,12
DRAX/ARTHUR DOUGLAS,DEATH,12
DR. DRUID/ANTHONY LU,IRON MAN/TONY STARK ,12
"JONES, RICHARD MILHO",ELYSIUS,12
DEATH,VISION ,12
INVISIBLE WOMAN/SUE ,USAGENT/CAPTAIN JOHN,12
CYPHER/DOUG RAMSEY,THUNDERBIRD II/JAMES,12
POWERHOUSE/RIEG DAVA,NOVA/RICHARD RIDER,12
DR. DRUID/ANTHONY LU,"JARVIS, EDWIN ",12
ANT-MAN/DR. HENRY J.,PSYLOCKE/ELISABETH B,12
THOR/DR. DONALD BLAK,THENA,12
"ALVAREZ, FELIX","ZIMMER, ABE",12
GALACTUS/GALAN,DEATH,12
"JONES, RICHARD MILHO",SILVER SURFER/NORRIN,12
"NORRISS, SISTER BARB",WONDER MAN/SIMON WIL,12
"ALEXANDER, CALEB",SUB-MARINER/NAMOR MA,12
PROFESSOR X/CHARLES ,DRAX/ARTHUR DOUGLAS,12
JUBILEE/JUBILATION L,"FROST, ADRIENNE",12
"ALEXANDER, CARRIE","ALEXANDER, CALEB",12
PROFESSOR X/CHARLES ,DR. OCTOPUS/OTTO OCT,12
VISION ,"JAMESON, J. JONAH",12
DRAX/ARTHUR DOUGLAS,ISAAC,12
ULTRON,TIGRA/GREER NELSON,12
DR. STRANGE/STEPHEN ,AGAMOTTO,12
WRECKER III/DIRK GAR,WOLVERINE/LOGAN ,12
"KINCAID, DR. KEITH",SIF,12
CYCLOPS/SCOTT SUMMER,�GAMORA,12
CAPTAIN AMERICA,PALADIN/PAUL DENNIS,12
"CAGE, LUKE/CARL LUCA",ANT-MAN II/SCOTT HAR,12
SILVER SURFER/NORRIN,WONG,12
"NAGAN, DR. ARTHUR",CHONDU,12
"JOSEPH, SHEVA",IRON MAN IV/JAMES R.,12
ZURI,OKOYE,12
DRAX/ARTHUR DOUGLAS,HAVOK/ALEX SUMMERS ,12
"PARKER, MAY",HAMMERHEAD,12
GALACTUS/GALAN,IRON MAN IV/JAMES R.,12
DRACULA/VLAD TEPES,DR. STRANGE/STEPHEN ,12
WOLVERINE/LOGAN ,�GAMORA,12
DAREDEVIL/MATT MURDO,"DUGAN, TIMOTHY ALOYI",12
"CHANG, IMEI",CLEA,12
"JAMESON, MARLA MADIS","OSBORN, LIZ ALLAN",12
D.O.A.,EMPLATE/MARIUS ST. C,12
IRON MAN IV/JAMES R.,CYCLOPS/SCOTT SUMMER,12
"FURY, COL. NICHOLAS ","TAYLOR, LEILA",12
CANNONBALL II/SAM GU,CAPTAIN AMERICA,12
STRONG GUY/GUIDO CAR,DRAX/ARTHUR DOUGLAS,12
VISION ,ANT-MAN II/SCOTT HAR,12
"NEWMARK, LOTUS",WONDER MAN/SIMON WIL,12
"KELLY, SEN. ROBERT E",PSYLOCKE/ELISABETH B,12
QUASAR III/WENDELL V,DRAX/ARTHUR DOUGLAS,12
SILVER SURFER/NORRIN,CAPTAIN MARVEL III/G,12
IRON MAN IV/JAMES R.,THUNDERBALL/DR. ELIO,12
THANOS,INVISIBLE WOMAN/SUE ,12
"JAMESON, J. JONAH",KAINE,12
"DE LA FONTAINE, CONT","WOO, JIMMY",12
"URICH, BEN","URICH, DORIS",12
ENCHANTRESS/AMORA/HE,NIGHTCRAWLER/KURT WA,12
IRON MAN IV/JAMES R.,ABSORBING MAN/CARL C,12
ACHILLES II/HELMUT,ULYSSES II,12
CYCLOPS/SCOTT SUMMER,UNUS THE UNTOUCHABLE,12
ENCHANTRESS/AMORA/HE,DR. STRANGE/STEPHEN ,12
SHADOW KING/AMAHL FA,WOLVERINE/LOGAN ,12
"HARKNESS, AGATHA",PHARAOH RAMA-TUT,12
PROFESSOR X/CHARLES ,AURORA/JEANNE-MARIE ,12
ENCHANTRESS/AMORA/HE,CYCLOPS/SCOTT SUMMER,12
PROFESSOR X/CHARLES ,ABSORBING MAN/CARL C,12
POLARIS/LORNA DANE,QUASAR III/WENDELL V,12
"QUARTERMAIN, CLAY",GAFF/SIDNEY E. LEVIN,12
WONDER MAN/SIMON WIL,SHAMAN/MICHAEL TWOYO,12
CHAMBER/JONOTHON STA,"FROST, ADRIENNE",12
PROFESSOR X/CHARLES ,GUARDIAN/JAMES MACDO,12
QUASAR III/WENDELL V,PSYLOCKE/ELISABETH B,12
GOLDEN ARCHER II/WYA,ARCANNA/ARCANNA JONE,12
GAMBIT/REMY LEBEAU ,"FURY, COL. NICHOLAS ",12
NIGHTCRAWLER/KURT WA,VISION ,12
QUASAR III/WENDELL V,"O'BRIEN, MICHAEL",12
SETH,VASHTI,12
ICEMAN/ROBERT BOBBY ,UNUS THE UNTOUCHABLE,12
"FROST, ADRIENNE",SKIN/ANGELO ESPINOSA,12
PROFESSOR X/CHARLES ,"GREY, ELAINE",12
"FROST, ADRIENNE",HUSK/PAIGE GUTHRIE,12
DR. STRANGE/STEPHEN ,PSYLOCKE/ELISABETH B,12
ABSORBING MAN/CARL C,GALACTUS/GALAN,12
UATU,DR. STRANGE/STEPHEN ,12
DR. OCTOPUS/OTTO OCT,SHE-HULK/JENNIFER WA,12
CANNONBALL II/SAM GU,TAROT/MARIE-ANGE COL,12
ELYSIUS,CAPTAIN MARVEL/CAPTA,12
THUNDERBALL/DR. ELIO,CYCLOPS/SCOTT SUMMER,12
DR. OCTOPUS/OTTO OCT,"OSBORN, HARRY",12
ABSORBING MAN/CARL C,ODIN [ASGARDIAN],12
ENCHANTRESS/AMORA/HE,SHE-HULK/JENNIFER WA,12
DAGGER/TANDY BOWEN,DAREDEVIL/MATT MURDO,12
SILVER SAMURAI/KENYU,WOLVERINE/LOGAN ,12
PILEDRIVER II/BRIAN ,SHE-HULK/JENNIFER WA,12
USAGENT/CAPTAIN JOHN,THOR/DR. DONALD BLAK,12
NOVA/RICHARD RIDER,�GAMORA,12
JACK OF HEARTS/JACK ,"SITWELL, JASPER",12
SPIRAL,WOLVERINE/LOGAN ,12
THUNDERBIRD II/JAMES,ANGEL/WARREN KENNETH,12
CYCLOPS/SCOTT SUMMER,CAPTAIN MARVEL II/MO,12
"OSBORN, HARRY",JACKAL/MILES WARREN,12
FRIGGA,THOR II/ROGER RED NO,11
LOKI [ASGARDIAN],BLOODAXE/JACKIE LUKU,11
DARKHAWK/CHRIS POWEL,MOON KNIGHT/MARC SPE,11
DR. OCTOPUS/OTTO OCT,THUNDERBALL/DR. ELIO,11
PUPPET MASTER/PHILLI,LYJA LAZERFIST [SKRU,11
WHIRLWIND/DAVID CANN,HAWK,11
BLACK TOM CASSIDY,STORM/ORORO MUNROE S,11
HUSK/PAIGE GUTHRIE,GAIA,11
HAWK,RADIOACTIVE MAN/DR. ,11
PSI-LORD/FRANKLIN BE,ANT-MAN II/SCOTT HAR,11
THOR/DR. DONALD BLAK,BLOODAXE/JACKIE LUKU,11
THOR/DR. DONALD BLAK,RAGE/ELVIN DARYL HAL,11
PROFESSOR X/CHARLES ,NOVA II/FRANKIE RAYE,11
"FURY, COL. NICHOLAS ","MANELLI, DINO",11
HELLCAT/PATSY WALKER,"JARVIS, EDWIN ",11
MASTER/ESHU,SASQUATCH/WALTER LAN,11
WHIZZER III/JAMES SA,SPIDER-MAN/PETER PAR,11
WASP/JANET VAN DYNE ,IRON FIST/DANIEL RAN,11
ANACONDA/BLANCHE SIT,BOOMSLANG/,11
COLOSSUS II/PETER RA,WARLOCK II/ADAM WARL,11
SUNFIRE/SHIRO YOSHID,"HUDSON, HEATHER",11
SCARLET WITCH/WANDA ,"CHANEY, AMANDA",11
MASTER/ESHU,PUCK/EUGENE MILTON J,11
"THOMAS, COMMANDER DA",WIDGET,11
NIGHTCRAWLER/KURT WA,"RICHARDS, FRANKLIN B",11
PROFESSOR X/CHARLES ,�GAMORA,11
HULK/DR. ROBERT BRUC,JARELLA,11
ROCK PYTHON,FER DE LANCE/TERESA,11
BEYONDER,ROGUE /,11
"CUSHING, KATE","OSBORN, HARRY",11
LOCKHEED,KYLUN/COLIN MCKAY,11
"STEELE, BOBBY","AUSTIN, SUSAN",11
DEADPOOL/JACK/WADE W,CONSTRICTOR/FRANK PA,11
FIRESTAR/ANGELICA JO,BINARY/CAROL DANVERS,11
"CLARKE, GENERAL JERE",GUARDIAN V/JAMES MAC,11
"BRIDGE, GEORGE WASHI",MOONSTONE II/KARLA S,11
"BRIDGE, GEORGE WASHI","MERRYWEATHER, IRENE",11
"JARVIS, EDWIN ","HARKNESS, AGATHA",11
"CLARKE, GENERAL JERE",FLEX/ADRIAN CORBO,11
UATU,HAWK,11
PHOENIX III/RACHEL S,BLAQUESMITH,11
LEECH,"HODGE, CAMERON",11
STONEWALL/LOUIS HAMI,CRIMSON COMMANDO/FRA,11
HAWK,SHADOWCAT/KATHERINE ,11
IRON MAN/TONY STARK ,DEATH,11
LEECH,M,11
"ROBERTSON, JOE","STACY, ARTHUR",11
NIGHTCRAWLER/KURT WA,SELENE,11
THUNDERSTRIKE/ERIC K,MAGUS,11
RANDI,"WATSON-PARKER, MARY ",11
GUNTHAR II,STARFOX/EROS,11
PROFESSOR X/CHARLES ,ONSLAUGHT II,11
SPIDER-MAN/PETER PAR,JUGGERNAUT/CAIN MARK,11
"ZOLA, ARNIM",CAPTAIN AMERICA,11
COTTONMOUTH II,PUFF ADDER,11
MASTER/ESHU,"HUDSON, HEATHER",11
"PETROVITCH, IVAN",ICEMAN/ROBERT BOBBY ,11
SANDMAN/WILLIAM BAKE,RAGE/ELVIN DARYL HAL,11
HERCULES [GREEK GOD],WARLOCK II/ADAM WARL,11
"YASHIDA, MARIKO",STORM/ORORO MUNROE S,11
TRIATHLON/DELROY GAR,"JARVIS, EDWIN ",11
HAWK,"ROSS, GEN. THADDEUS ",11
EXECUTIONER II/SKURG,LOKI [ASGARDIAN],11
TORO/TOM RAYMOND,UNION JACK II/BRIAN ,11
LOCKHEED,MIRAGE II/DANIELLE M,11
ULYSSES II,AGAMEMNON III/,11
SABRETOOTH/VICTOR CR,ANGEL/WARREN KENNETH,11
DR. DOOM/VICTOR VON ,BULLDOZER/HENRY CAMP,11
WONDER MAN/SIMON WIL,POLARIS/LORNA DANE,11
POLARIS/LORNA DANE,MALICE IV,11
"TILBY, TRISH/PATRICI",CALIBAN/,11
SNOWBIRD/NARYA/ANNE ,STORM/ORORO MUNROE S,11
DAYTRIPPER/AMANDA SE,CYCLOPS/SCOTT SUMMER,11
SPEEDBALL/ROBBIE BAL,ANT-MAN/DR. HENRY J.,11
PHARAOH RAMA-TUT,CYCLOPS/SCOTT SUMMER,11
"JARVIS, EDWIN ","DUGAN, TIMOTHY ALOYI",11
CANNONBALL II/SAM GU,"TILBY, TRISH/PATRICI",11
THING/BENJAMIN J. GR,CALEDONIA/ALISANDE S,11
GAMBIT/REMY LEBEAU ,"CHENEY, LILA",11
KARKAS [DEVIANT],GHAUR [DEVIANT],11
BEYONDER,SHADOWCAT/KATHERINE ,11
VANISHER,SIRYN/THERESA ROURKE,11
ANGEL/WARREN KENNETH,BLACK KING/SEBASTIAN,11
ULTIMO,IRON MAN/TONY STARK ,11
JETSTREAM/HAROUD IBN,EMPATH/MANUEL ALFONS,11
THUNDERBALL/DR. ELIO,COLOSSUS II/PETER RA,11
MEANY,STORM/ORORO MUNROE S,11
BLACK TOM CASSIDY,COLOSSUS II/PETER RA,11
SHE-HULK/JENNIFER WA,PIP/PRINCE GOFERN,11
DR. DOOM/VICTOR VON ,KLAW/ULYSSES KLAW,11
"NELSON, FRANKLIN FOG","OSBORN, LIZ ALLAN",11
FANDRAL [ASGARDIAN],KURSE/ALGRIM [ASGARD,11
FIXER II/PAUL NORBER,WASP/JANET VAN DYNE ,11
"ROBERTSON, MARTHA","CUSHING, KATE",11
MEANY,ROGUE /,11
NIGHTCRAWLER/KURT WA,"FORRESTER, CAPT. ALE",11
YELLOWJACKET II/RITA,CAPTAIN AMERICA,11
LOCKHEED,SAT-YR-9,11
NIGHTCRAWLER/KURT WA,"GREY, ELAINE",11
"BANNER, BETTY ROSS T",ACHILLES II/HELMUT,11
SUNSPOT/ROBERTO DACO,STRYFE,11
THUNDERSTRIKE/ERIC K,BEAST/HENRY &HANK& P,11
MEPHISTO,SPIDER-MAN/PETER PAR,11
HERCULES [GREEK GOD],�GAMORA,11
CANNONBALL/JACK PULV,BRUTO THE STRONGMAN/,11
TIGRA/GREER NELSON,COLOSSUS II/PETER RA,11
NIGHTCRAWLER/KURT WA,LIZARD/DR. CURTIS CO,11
RICTOR/JULIO ESTEBAN,"MACTAGGERT, MOIRA KI",11
BEDLAM/JESSE AARONSO,"WISDOM, PETER",11
MAGMA/AMARA AQUILLA/,BLACK KING/SEBASTIAN,11
BLACK TOM CASSIDY,NIGHTCRAWLER/KURT WA,11
MARRINA/MARRINA SMAL,BOX/ROGER BOCHS,11
PROFESSOR X/CHARLES ,PILEDRIVER II/BRIAN ,11
WOLFSBANE/RAHNE SINC,BLACK KNIGHT V/DANE ,11
FOREARM,STRYFE,11
MOONSTONE II/KARLA S,VISION ,11
SCARLET WITCH/WANDA ,DEATH,11
MARRINA/MARRINA SMAL,DR. DRUID/ANTHONY LU,11
CALYPSO,SPIDER-MAN/PETER PAR,11
HERCULES [GREEK GOD],WOLFSBANE/RAHNE SINC,11
"THOMPSON, EUGENE FLA",JACKAL/MILES WARREN,11
OKOYE,MALICE V/NAKIA,11
WHIRLWIND/DAVID CANN,CAPTAIN AMERICA,11
"ROBERTSON, JOE",WASP/JANET VAN DYNE ,11
NIGHTCRAWLER/KURT WA,"LELAND, HARRY",11
PHARAOH RAMA-TUT,CAPTAIN MARVEL II/MO,11
CYCLOPS/SCOTT SUMMER,WHITE QUEEN/EMMA FRO,11
ENCHANTRESS/AMORA/HE,DR. OCTOPUS/OTTO OCT,11
"ROBERTSON, JOE","WHITMAN, DEBRA",11
"SLOAN, FRED","BANNER, BETTY ROSS T",11
ANGEL/WARREN KENNETH,SENTINELS,11
REJECT/RAN-SAK [DEVI,ZURAS,11
ANGEL/WARREN KENNETH,BLACK PANTHER/T'CHAL,11
THUNDERBALL/DR. ELIO,LIZARD/DR. CURTIS CO,11
HAWK,PILEDRIVER II/BRIAN ,11
ANACONDA/BLANCHE SIT,DEATH ADDER,11
TOAD/MORTIMER TOYNBE,MYSTIQUE/RAVEN DARKH,11
"THOMPSON, EUGENE FLA","LUBENSKI, NATE",11
SHE-HULK/JENNIFER WA,"O'BRIEN, MICHAEL",11
HUSK/PAIGE GUTHRIE,MONDO II,11
"RICHARDS, FRANKLIN B",HERCULES [GREEK GOD],11
SIF,"JARVIS, EDWIN ",11
"YASHIDA, MARIKO",COLOSSUS II/PETER RA,11
LOKI [ASGARDIAN],SPIDER-MAN/PETER PAR,11
"LEEDS, BETTY BRANT","OSBORN, NORMIE",11
ANALYZER,HIGH EVOLUTIONARY/HE,11
SIDEWINDER/SETH VOEL,BUSHMASTER II/QUINCY,11
MOONDRAGON/HEATHER D,MAD DOG/COLONEL BUZZ,11
GOBLYN,PUCK/EUGENE MILTON J,11
"LEEDS, BETTY BRANT","MUGGINS, MAMIE",11
MOONDRAGON/HEATHER D,LIVING LIGHTNING/MIG,11
DR. STRANGE/STEPHEN ,�GAMORA,11
"ARBOGAST, BAMBI","SONDHEIM, ERICA",11
WASP/JANET VAN DYNE ,"HOGAN, VIRGINIA PEPP",11
HAWK,THUNDERBALL/DR. ELIO,11
HAWK,THUNDERSTRIKE/ERIC K,11
BLACK BOLT/BLACKANTO,STALLIOR,11
TRITON,VASHTI,11
SIRYN/THERESA ROURKE,BISHOP /,11
ARRANGER/,"GRANT, GLORIA GLORY",11
SANDMAN/WILLIAM BAKE,SUB-MARINER/NAMOR MA,11
UATU,KARNAK [INHUMAN],11
MAGIK/ILLYANA RASPUT,BINARY/CAROL DANVERS,11
THENA,KINGO SUNEN [ETERNAL,11
LOKI [ASGARDIAN],SILVER SURFER/NORRIN,11
HOBGOBLIN V/JASON PH,DEMOGOBLIN,11
"CLARK, JOHN",TORPEDO III/BROCK JO,11
SPEEDBALL/ROBBIE BAL,DAREDEVIL/MATT MURDO,11
"DUGAN, TIMOTHY ALOYI",BLACK WIDOW/NATASHA ,11
GOLDEN ARCHER II/WYA,AMPHIBIAN/KINGLEY RI,11
"FURY, COL. NICHOLAS ",LUMP,11
INVISIBLE WOMAN/SUE ,DRAX/ARTHUR DOUGLAS,11
THENA,KHORYPHOS [ETERNAL],11
ETERNITY/ADAM QADMON,SILVER SURFER/NORRIN,11
THENA,HUMAN TORCH ANDROID/,11
THING/BENJAMIN J. GR,AURORA/JEANNE-MARIE ,11
SHE-HULK/JENNIFER WA,LIZARD/DR. CURTIS CO,11
KA-ZAR/KEVIN PLUNDER,MARVEL GIRL/JEAN GRE,11
MAGNETO/MAGNUS/ERIC ,THUNDERBALL/DR. ELIO,11
"MASTERS, ALICIA REIS",WASP/JANET VAN DYNE ,11
"HARKNESS, AGATHA",PROFESSOR X/CHARLES ,11
CAPTAIN AMERICA,BUSHMASTER II/QUINCY,11
MESMERO,BEAST/HENRY &HANK& P,11
"FROST, ADRIENNE",PENANCE/MONET ST. CR,11
CAPTAIN MARVEL II/MO,BEAST/HENRY &HANK& P,11
THUNDERSTRIKE/ERIC K,"HUDSON, HEATHER",11
"SCARFE, RAFAEL","WHYTE, HARMONY (HARM",11
KA-ZAR/KEVIN PLUNDER,MAA-GOR,11
SPIDER-WOMAN II/JULI,"TODD, FISHER",11
AMPHIBIUS,BRAINCHILD,11
CAPTAIN AMERICA,CAPTAIN AMERICA IV/S,11
MOONDRAGON/HEATHER D,BLACK KNIGHT V/DANE ,11
SHAMAN/MICHAEL TWOYO,WINDSHEAR/COLIN ASHW,11
"ROBERTSON, JOE","NELSON, FRANKLIN FOG",11
MOONDRAGON/HEATHER D,GALACTUS/GALAN,11
GUARDIAN V/JAMES MAC,GHOST GIRL II/LILLI,11
NIGHTHAWK II/KYLE RI,WASP/JANET VAN DYNE ,11
HAMMERHEAD,KINGPIN/WILSON FISK,11
HOBGOBLIN V/JASON PH,GHOST RIDER III/DAN ,11
NIGHTHAWK/KYLE RICHM,ARCANNA/ARCANNA JONE,11
GYPSY MOTH,DANSEN MACABRE,11
ROULETTE II/JENNY ST,MIRAGE II/DANIELLE M,11
"KATZENBERG, NICK",KINGPIN/WILSON FISK,11
HELLCAT/PATSY WALKER,DEVIL-SLAYER/ERIC SI,11
NIGHTHAWK/KYLE RICHM,CAPTAIN HAWK,11
MOONDRAGON/HEATHER D,"HUDSON, HEATHER",11
CAPTAIN AMERICA,BOOMSLANG/,11
AMPHIBIUS,GAZA,11
THUNDERSTRIKE/ERIC K,PIP/PRINCE GOFERN,11
SUNFIRE/SHIRO YOSHID,FLEX/ADRIAN CORBO,11
NIGHTHAWK II/KYLE RI,DEVIL-SLAYER/ERIC SI,11
"JARVIS, EDWIN ",IRON MAN IV/JAMES R.,11
ZEUS,PLUTO [OLYMPIAN],11
SPIDER-MAN/PETER PAR,DEATH,11
MR. FANTASTIC/REED R,BULLDOZER/HENRY CAMP,11
"MERCADO, JOY","ROBERTSON, MARTHA",11
"WATSON-PARKER, MARY ",DR. OCTOPUS II/CAROL,11
"BRIDGE, GEORGE WASHI",DOMINO III/BEATRICE/,11
GOBLYN,AURORA/JEANNE-MARIE ,11
STRONG GUY/GUIDO CAR,QUASAR III/WENDELL V,11
PROFESSOR X/CHARLES ,PUCK/EUGENE MILTON J,11
"RICHARDS, FRANKLIN B",PSYLOCKE/ELISABETH B,11
"MERCADO, JOY","ROBERTSON, RANDY",11
EXECUTIONER II/SKURG,WASP/JANET VAN DYNE ,11
HULK/DR. ROBERT BRUC,FIRESTAR/ANGELICA JO,11
REJECT/RAN-SAK [DEVI,GHAUR [DEVIANT],11
"YASHIDA, MARIKO",NIGHTCRAWLER/KURT WA,11
"LEEDS, BETTY BRANT","AVRIL, SALLY",11
THUNDERSTRIKE/ERIC K,NAMORITA/NITA PRENTI,11
"MERCADO, JOY","ROBERTSON, AMANDA",11
"KATZENBERG, NICK",CHAMELEON/DMITRI SME,11
LADY LARK/LINDA LEWI,THOR/DR. DONALD BLAK,11
SABRETOOTH/VICTOR CR,BOOMER/TABITHA SMITH,11
DR. STRANGE/STEPHEN ,"JAMESON, J. JONAH",11
CARNAGE/CLETUS KASAD,SPIDER-MAN CLONE/BEN,11
SCARLET WITCH/WANDA ,"TODD, FISHER",11
HERCULES [GREEK GOD],DR. DOOM/VICTOR VON ,11
HELLCAT/PATSY WALKER,HUMAN TORCH/JOHNNY S,11
THUNDERSTRIKE/ERIC K,"JOYCE, SAMANTHA",11
BLAQUESMITH,DOMINO III/BEATRICE/,11
SWORDSMAN III/PHILIP,WASP/JANET VAN DYNE ,11
GAMBIT/REMY LEBEAU ,COURIER/JACOB GAVIN,11
SIDEWINDER/SETH VOEL,COBRA/KLAUS VORHEES,11
ARCANNA/ARCANNA JONE,AMPHIBIAN/KINGLEY RI,11
MOONDRAGON/HEATHER D,USAGENT/CAPTAIN JOHN,11
MAGIK/ILLYANA RASPUT,CORSAIR,11
SUNFIRE/SHIRO YOSHID,GUARDIAN V/JAMES MAC,11
"COUNT NEFARIA, LUCHI",ANT-MAN/DR. HENRY J.,11
"TODD, FISHER",USAGENT/CAPTAIN JOHN,11
KAINE,"ROBERTSON, JOE",11
MARROW/SARAH ,"SUMMERS, NATHAN CHRI",11
LOCKHEED,CANNONBALL II/SAM GU,11
ROULETTE II/JENNY ST,THUNDERBIRD II/JAMES,11
"PAGE, KAREN",GHOST RIDER II/JOHNN,11
BLOB/FRED J. DUKES,FIREFIST/RUSTY COLLI,11
IRON MAN/TONY STARK ,GORGON [INHUMAN],11
GRIM REAPER/ERIC WIL,THOR/DR. DONALD BLAK,11
"JACKSON, CURTISS","MALUS, DR. KARL",11
SPIDER-MAN/PETER PAR,DEMOGOBLIN,11
CAPTAIN MARVEL II/MO,DR. OCTOPUS/OTTO OCT,11
"LEEDS, BETTY BRANT","BROMWELL, DR.",11
PROFESSOR X/CHARLES ,WRECKER III/DIRK GAR,11
DIAMOND LIL/LILLIAN ,PATHWAY/LAURA DEAN,11
HULK/DR. ROBERT BRUC,ETERNITY/ADAM QADMON,11
MOONDRAGON/HEATHER D,"TANAKA, KENJIRO",11
SABRETOOTH/VICTOR CR,"COOPER, DR. VALERIE",11
"O'BRIEN, MICHAEL","SITWELL, JASPER",11
MOONDRAGON/HEATHER D,STRONG GUY/GUIDO CAR,11
GAUNTLET,HARDRIVE,11
DEADPOOL/JACK/WADE W,EXPEDITER II/ZOE CUL,11
SHE-HULK/JENNIFER WA,�GAMORA,11
"NELSON, FRANKLIN FOG",OWL/LELAND OWLSLEY,11
SCARLET WITCH/WANDA ,"HOGAN, HAROLD J. HAP",11
POPPA WHEELER,RETREAD,11
IRON MAN IV/JAMES R.,DR. OCTOPUS/OTTO OCT,11
"EVANS, DORIS",THING/BENJAMIN J. GR,11
"BANNER, BETTY ROSS T",HOTSHOT/LOUIS,11
STORM/ORORO MUNROE S,EENY,11
"GLENN, HEATHER","NELSON, DEBBIE HARRI",11
"RICHARDS, FRANKLIN B",MOLE MAN/HARVEY RUPE,11
GIDEON,SIRYN/THERESA ROURKE,11
DEATH-STALKER,"NELSON, FRANKLIN FOG",11
EMPATH/MANUEL ALFONS,THUNDERBIRD II/JAMES,11
HAWK,IRON MAN V/TEEN TONY,11
CRYSTAL [INHUMAN],SANDMAN/WILLIAM BAKE,11
"HARKNESS, AGATHA",HERCULES [GREEK GOD],11
PYRO/ALLERDYCE JOHNN,SHADOWCAT/KATHERINE ,11
TRIATHLON/DELROY GAR,SILVERCLAW/LA GARRA ,11
VOLSTAGG,"GRANT, SILAS",11
"RESTON, CLIVE",CAT III/SHEN KUEI,11
"LANG, CASSANDRA CASS",THING/BENJAMIN J. GR,11
FRIDAY,GEE/ALEX POWER,11
"YIN, ANGELA","URICH, BEN",11
ODIN [ASGARDIAN],HUMAN TORCH/JOHNNY S,11
"LANG, CASSANDRA CASS",LYJA LAZERFIST [SKRU,11
MAGNETO/MAGNUS/ERIC ,"FORRESTER, CAPT. ALE",11
ULTRON,PILEDRIVER II/BRIAN ,11
CYCLOPS/SCOTT SUMMER,SHATTERSTAR II/GAVEE,11
CANDY,"WATSON-PARKER, MARY ",11
DR. OCTOPUS/OTTO OCT,BULLDOZER/HENRY CAMP,11
SUNFIRE/SHIRO YOSHID,RADIUS/JARED CORBO,11
ODIN [ASGARDIAN],HULK/DR. ROBERT BRUC,11
CAPTAIN MARVEL II/MO,TITANIA II/MARY SKEE,11
"BLAZE, ROXANNE SIMPS",STUNT-MASTER/GEORGE ,11
"BANNON, LANCE","GRANT, GLORIA GLORY",11
SHE-HULK/JENNIFER WA,UATU,11
"BANNER, BETTY ROSS T",HUMAN TORCH/JOHNNY S,11
CAPTAIN MARVEL II/MO,THUNDERSTRIKE/ERIC K,11
ANGEL/WARREN KENNETH,�GAMORA,11
COLOSSUS II/PETER RA,LIVING LIGHTNING/MIG,11
CYCLOPS/SCOTT SUMMER,LIVING MONOLITH/AHME,11
DR. DOOM/VICTOR VON ,DRAX/ARTHUR DOUGLAS,11
VOLSTAGG,TYR,11
"COOPER, DR. VALERIE","SIKORSKY, RAYMOND",11
DR. OCTOPUS/OTTO OCT,GALACTUS/GALAN,11
COLOSSUS II/PETER RA,"LELAND, HARRY",11
"URICH, BEN","OSBORN, HARRY",11
SPIDER-WOMAN/JESSICA,"ISHIMA, DAVID",11
LORELEI II/MELODI [A,MALEKITH/MALCOLM KEI,11
SPIDER-MAN/PETER PAR,CITIZEN V II/HELMUT ,11
CANNONBALL II/SAM GU,EENY,11
MAGNETO/MAGNUS/ERIC ,BEYONDER,11
SPEEDBALL/ROBBIE BAL,BLACK WIDOW/NATASHA ,11
CHINA DOLL,FERRO2,11
CRYSTAL [INHUMAN],WOLVERINE/LOGAN ,11
JOCASTA,QUICKSILVER/PIETRO M,11
CRIMSON COWL II/,HAWK,11
WONDER MAN/SIMON WIL,�GAMORA,11
CHINA DOLL,THUG,11
SPIDER-MAN/PETER PAR,MYSTERIO II/DANIEL B,11
SPIDER-MAN/PETER PAR,CHESBRO,11
SUB-MARINER/NAMOR MA,"BANNER, BETTY ROSS T",11
WASP/JANET VAN DYNE ,"KINCAID, DR. JANE FO",11
"JEFFRIES, DR.",IRON MAN IV/JAMES R.,11
CANNONBALL II/SAM GU,"COOPER, DR. VALERIE",11
IRON MAN IV/JAMES R.,FIN FANG FOOM/MIDGAR,11
ODIN [ASGARDIAN],"COLLINS, DEMITRIUS",11
